edition,issue,volume,date-pub,title,ocr,id
,19570,,"June 8, 1847","BERLIN, June 1.-His Majesty the King of Prussia,",80.85,0FFO-1847-JUN08-008-010
,20881,,"August 15, 1851",Austria.,80.88,0FFO-1851-AUG15-006-002
,20116,,"March 6, 1849",Money-Market And City Intelligence.,90.25,0FFO-1849-MAR06-006-010
,21948,,"January 11, 1855","London, Thursday, January 11, 1855.",89.59,0FFO-1855-JAN11-006-002
,19879,,"June 2, 1848","We published yesterday, in a part of our im-",89.46,0FFO-1848-JUN02-008-001
,21727,,"April 28, 1854",A select committee is an engine either of inquiry,89.35,0FFO-1854-APR28-006-003
,22490,,"October 4, 1856",When a great war is finished people are,92.1,0FFO-1856-OCT04-006-003
,18315,,"June 6, 1843",To The Editor Of The Times.,88.75,0FFO-1843-JUN06-005-012
,21011,,"January 14, 1852","London, Wednesday, January 14, 1852.",90.09,0FFO-1852-JAN14-004-002
,20890,,"August 26, 1851","London, Tuesday, August 26, 1851.",93.78,0FFO-1851-AUG26-004-002
,20894,,"August 30, 1851",The Nizam.,88.14,0FFO-1851-AUG30-006-002
,23773,,"November 9, 1860",The Volunteers have now been reviewed by the,87.24,0FFO-1860-NOV09-006-004
,19117,,"December 26, 1845","London, Friday, December 26, 1845.",88.34,0FFO-1845-DEC26-004-002
,21925,,"December 15, 1854",We have the most entire satisfaction in recalling,89.61,0FFO-1854-DEC15-006-003
,21481,,"July 15, 1853",Austria.,80.7,0FFO-1853-JUL15-006-002
,19893,,"June 19, 1848",Schleswig-Holstein.,80.57,0FFO-1848-JUN19-008-011
,19580,,"June 19, 1847",Intervention Of Foreign Powers.,80.79,0FFO-1847-JUN19-008-013
,20619,,"October 14, 1850",While the PRESIDENT of the French Republic,84,0FFO-1850-OCT14-004-003
,21048,,"February 26, 1852","London, Thursday, February 26, 1852.",84.03,0FFO-1852-FEB26-004-002
,21097,,"April 23, 1852",Austria.,89.1,0FFO-1852-APR23-006-003
,23477,,"November 30, 1859","There is nothing more agreeable, especally to",80.52,0FFO-1859-NOV30-008-003
,21935,,"December 27, 1854",Near thirty years since it was thought a re-,90.4,0FFO-1854-DEC27-006-003
,22811,,"October 14, 1857",Mr. BERESFORD HOPE'S speech on Education at,88.91,0FFO-1857-OCT14-009-003
,19416,,"December 10, 1846","That the thirtieth year of a profound peace, after",88.48,0FFO-1846-DEC10-004-004
,20452,,"April 2, 1850","London, Tuesday, April 2, 1850.",91.43,0FFO-1850-APR02-004-002
,22575,,"January 12, 1857",The Funeral Of The Archbishop Of Paris.,87.35,0FFO-1857-JAN12-007-001
,18775,,"November 22, 1844","London, Friday, November 22, 1844.",90.34,0FFO-1844-NOV22-004-002
,18324,,"June 16, 1843",When we said that Ireland was on the verge of a,90.57,0FFO-1843-JUN16-004-005
,21001,,"January 2, 1852","London, Friday, January 2, 1852.",92.3,0FFO-1852-JAN02-004-002
,22764,,"August 20, 1857",The Report of the Commission on Purchase in,86.67,0FFO-1857-AUG20-008-003
,21252,,"October 21, 1852","London, Thursday, October 21, 1852.",91.21,0FFO-1852-OCT21-004-002
,23572,,"March 20, 1860",The King of SARDINIA has taken the step for,86.92,0FFO-1860-MAR20-009-002
,23663,,"July 4, 1860",Italy.,83.47,0FFO-1860-JUL04-010-003
,20411,,"February 13, 1850",Mr. MILNER GIBSON had a notice on the list for,88.36,0FFO-1850-FEB13-004-004
,23748,,"October 11, 1860",The Rev. Canon Stowell On Garibaldi And,80.67,0FFO-1860-OCT11-010-005
,21233,,"September 29, 1852","London, Wednesday, September 29, 1852.",91.98,0FFO-1852-SEP29-004-003
,22913,,"February 10, 1858","The elaborate but overpraised """"Petition of the",90.05,0FFO-1858-FEB10-009-004
,23540,,"February 11, 1860",The CHANCELLOR of the EXCHEQUER has taken,82.52,0FFO-1860-FEB11-009-001
,23487,,"December 12, 1859",Austria.,82.04,0FFO-1859-DEC12-009-008
,23565,,"March 12, 1860","We certainly have no wish, were it even in our",88.94,0FFO-1860-MAR12-008-003
,18782,,"November 30, 1844",We lately called the attention of the public to,87.23,0FFO-1844-NOV30-004-007
,17918,,"February 28, 1842","We published on Saturday, in part only of our",82.98,0FFO-1842-FEB28-004-011
,17627,,"March 25, 1841",Walsall Election.,81.32,0FFO-1841-MAR25-004-008
,17849,,"December 9, 1841","London, Thursday, December 9, 1841.",93.55,0FFO-1841-DEC09-004-002
,19260,,"June 11, 1846",That inconsistency of resolutions which marks the,93.71,0FFO-1846-JUN11-004-004
,23796,,"December 6, 1860",It is pleasant to find a speech of Mr. BRIGHT'S,92.05,0FFO-1860-DEC06-008-003
,23519,,"January 18, 1860",The French Press On Free Trade.,84.39,0FFO-1860-JAN18-010-002
,18006,,"June 10, 1842",Purity Of Election.*,85.47,0FFO-1842-JUN10-006-006
,23060,,"July 31, 1858",The Chancellor of the Exchequer acknowledges the,82.61,0FFO-1858-JUL31-012-009
,20708,,"January 25, 1851","London, Saturday, January 25, 1851.",93.15,0FFO-1851-JAN25-004-002
,20732,,"February 22, 1851",Austria.,80.46,0FFO-1851-FEB22-006-003
,21878,,"October 21, 1854","London, Saturday, October 21, 1854.",84.89,0FFO-1854-OCT21-006-002
,19526,,"April 17, 1847",The speakers who made so broad an exhibition of,91.56,0FFO-1847-APR17-004-007
,19999,,"October 20, 1848",It is not very easy to take a side in American,87.85,0FFO-1848-OCT20-004-003
,19503,,"March 22, 1847",The Civil War In Portugal.,82.94,0FFO-1847-MAR22-005-006
,19947,,"August 21, 1848","London, Monday, August 21, 1848.",90.99,0FFO-1848-AUG21-004-002
,19901,,"June 28, 1848",Money-Market And City Intelligence.,80.09,0FFO-1848-JUN28-007-003
,20579,,"August 28, 1850","London, Wednesday, August 28, 1850.",90.84,0FFO-1850-AUG28-004-003
,19131,,"January 12, 1846",The Mysteries Of The Gauges.,83.43,0FFO-1846-JAN12-007-007
,19321,,"August 21, 1846","London, Friday, August 21, 1846.",89.56,0FFO-1846-AUG21-004-002
,21796,,"July 18, 1854",Crystal Palace.,82.6,0FFO-1854-JUL18-012-003
,18477,,"December 12, 1843",In accordance with the prescriptions of English,96.34,0FFO-1843-DEC12-004-003
,18257,,"March 30, 1843",The Wheat Crops.,84.53,0FFO-1843-MAR30-007-009
,23426,,"October 1, 1859",The Riots In St. George's-In-The-East.,82.92,0FFO-1859-OCT01-012-011
,21796,,"July 18, 1854","Vice-Chancellor's Court, Monday. July 17.",87.13,0FFO-1854-JUL18-011-014
,19069,,"October 31, 1845",Commercial Prospects Of Canada.,82.24,0FFO-1845-OCT31-003-016
,23520,,"January 19, 1860",The Free Negroes In Maryland.,81.14,0FFO-1860-JAN19-010-003
,23334,,"June 16, 1859",The Committee Of Council On Education.,87.76,0FFO-1859-JUN16-010-002
,19879,,"June 2, 1848",Emigration A Hope For The Labourer.,85.01,0FFO-1848-JUN02-006-014
,20440,,"March 19, 1850",Ireland.,80.46,0FFO-1850-MAR19-008-001
,21621,,"December 26, 1853",Portugal.,85.4,0FFO-1853-DEC26-007-003
,20331,,"November 12, 1849",Express From Paris.,85.88,0FFO-1849-NOV12-006-001
,22782,,"September 10, 1857","THE TIMES-OFFICE, Thursday Morning.",90.23,0FFO-1857-SEP10-007-001
,21522,,"September 1, 1853",The Queen's Visit To Ireland.,87.98,0FFO-1853-SEP01-007-005
,22746,,"July 30, 1857",America.,81.7,0FFO-1857-JUL30-010-007
,22814,,"October 17, 1857","London, Saturday, October 17,1857.",91.82,0FFO-1857-OCT17-008-003
,22971,,"April 19, 1858",The Attempted Assassination Of The Emperor Of The French.,86.55,0FFO-1858-APR19-010-004
,18864,,"March 6, 1845","London, Thursday, March 6, 1845.",92.29,0FFO-1845-MAR06-004-005
,21390,,"March 31, 1853",Ireland.,81.84,0FFO-1853-MAR31-008-001
,22555,,"December 19, 1856",Russian Railways.,87.68,0FFO-1856-DEC19-004-002
,19895,,"June 21, 1848","London, Wednesday, June 21, 1848.",84.9,0FFO-1848-JUN21-005-005
,21780,,"June 29, 1854",The King Of Portugal At Manchester.,81.39,0FFO-1854-JUN29-008-008
,20769,,"April 7, 1851","London, Monday, April 7, 1851.",93.85,0FFO-1851-APR07-004-002
,19130,,"January 10, 1846",Lord Campden And Protection.,80.67,0FFO-1846-JAN10-007-001
,21131,,"June 2, 1852",Our Men-Of-War.,87.98,0FFO-1852-JUN02-008-008
,20540,,"July 13, 1850",The Savings Of The Middle And Working Classes.,86.57,0FFO-1850-JUL13-008-006
,23218,,"February 1, 1859",Field-Lane Refuges For The Homeless.,81.6,0FFO-1859-FEB01-004-003
,17771,,"September 9, 1841",Private Correspondence.,93.9,0FFO-1841-SEP09-003-004
,20631,,"October 28, 1850",America.,83.36,0FFO-1850-OCT28-004-006
,22917,,"February 15, 1858",India.,83.15,0FFO-1858-FEB15-010-001
,19759,,"January 14, 1848",The Affairs Of Spain.,84.62,0FFO-1848-JAN14-002-002
,20388,,"January 17, 1850",The State Of Europe.,82.76,0FFO-1850-JAN17-006-001
,23192,,"January 1, 1859",Italy.,81.15,0FFO-1859-JAN01-008-003
,22688,,"May 23, 1857",Foreign Intelligence.,86.71,0FFO-1857-MAY23-010-001
,22663,,"April 24, 1857",The Speakership Of The House Of Commons.,87.77,0FFO-1857-APR24-007-001
,23562,,"March 8, 1860",France.,84.1,0FFO-1860-MAR08-011-001
,19837,,"April 14, 1848",The State Of France.,84.86,0FFO-1848-APR14-006-004
,19753,,"January 7, 1848",The Affairs Of Portugal.,80.1,0FFO-1848-JAN07-005-002
,21300,,"December 16, 1852",The French Empire.,81.11,0FFO-1852-DEC16-005-005
,17740,,"August 4, 1841",South Derbyshire.,83.43,0FFO-1841-AUG04-005-007
,23634,,"May 31, 1860",The House Of Lords And The Paper Duty.,89.08,0FFO-1860-MAY31-009-005
,21338,,"January 29, 1853",America.,80.57,0FFO-1853-JAN29-008-001
,20611,,"October 4, 1850",The Archbishop Of Turin.,86.07,0FFO-1850-OCT04-006-006
,20510,,"June 8, 1850",France.,81.05,0FFO-1850-JUN08-006-006
,22582,,"January 20, 1857",France.,82.16,0FFO-1857-JAN20-010-001
,19599,,"July 12, 1847",We have received by our ordinary express the,80.59,0FFO-1847-JUL12-004-005
,19877,,"May 31, 1848",We have admitted that the Reform Act requires,94.22,0FFO-1848-MAY31-005-001
,23627,,"May 23, 1860",The Insurrection In Sicily.,82.82,0FFO-1860-MAY23-010-002
,22865,,"December 16, 1857",California.,81.34,0FFO-1857-DEC16-007-001
,23392,,"August 23, 1859","London, Tuesday, August 23, 1859.",80.03,0FFO-1859-AUG23-006-002
,21819,,"August 14, 1854",Prussia.,88.18,0FFO-1854-AUG14-007-004
,21210,,"September 2, 1852",Portuguese Finance.,84.25,0FFO-1852-SEP02-006-002
,19845,,"April 24, 1848",The Feast of Fraternity has put the Parisians in,89.95,0FFO-1848-APR24-004-003
,21035,,"February 11, 1852",Prussia.,86.95,0FFO-1852-FEB11-006-002
,20960,,"November 15, 1851",Prussia.,85.61,0FFO-1851-NOV15-005-002
,23368,,"July 26, 1859",Bavaria.,82.7,0FFO-1859-JUL26-010-003
,22725,,"July 6, 1857","London, Monday, July 6, 1857.",92.3,0FFO-1857-JUL06-008-002
,22579,,"January 16, 1857","London, Friday, January 16, 1857.",88.58,0FFO-1857-JAN16-006-002
,21358,,"February 22, 1853",The occurrence of so criminal and deplorable an,92.54,0FFO-1853-FEB22-004-003
,20558,,"August 3, 1850",It is a common complaint with authors in embryo,89.81,0FFO-1850-AUG03-005-004
,20737,,"February 28, 1851",Prussia.,83.93,0FFO-1851-FEB28-006-002
,17864,,"December 27, 1841","The Paris papers of Friday contain, copied from",86.43,0FFO-1841-DEC27-004-004
,20536,,"July 9, 1850",France.,87.64,0FFO-1850-JUL09-006-001
,22873,,"December 25, 1857","An Indian officer, who rose by his own deserts",91.47,0FFO-1857-DEC25-006-003
,20068,,"January 9, 1849","London, Tuesday, January 9, 1849.",88.44,0FFO-1849-JAN09-004-002
,22165,,"September 21, 1855","The dismissal of MAZZA, the chief of the Neapo-",86.22,0FFO-1855-SEP21-006-004
,22059,,"May 21, 1855",The primary object of the changes announced,82.65,0FFO-1855-MAY21-008-004
,23317,,"May 27, 1859",Austria.,91.38,0FFO-1859-MAY27-007-003
,22541,,"December 3, 1856",Railway Frauds.,84.8,0FFO-1856-DEC03-006-005
,23325,,"June 6, 1859","Bail Court, June 4.",87.91,0FFO-1859-JUN06-009-004
,19858,,"May 9, 1848","We published yesterday, in a part of our im-",87.38,0FFO-1848-MAY09-005-006
,19897,,"June 23, 1848",Money-Market And City Intelligence.,80.71,0FFO-1848-JUN23-007-002
,19901,,"June 28, 1848",The battle which has raged for four entire days in,85.94,0FFO-1848-JUN28-005-001
,20625,,"October 21, 1850","London, Monday, October 21, 1850.",90.92,0FFO-1850-OCT21-004-002
,22873,,"December 25, 1857",Inns Of Court.,82.49,0FFO-1857-DEC25-009-001
,23506,,"January 3, 1860",If some malign influence could suspend the,82.06,0FFO-1860-JAN03-006-003
,21531,,"September 12, 1853",So the agricultural meetings are really coming,89.22,0FFO-1853-SEP12-006-003
,20712,,"January 30, 1851",Prussia.,88.06,0FFO-1851-JAN30-006-002
,23608,,"May 1, 1860",Central Italy.,85.45,0FFO-1860-MAY01-010-002
,22658,,"April 18, 1857",America.,84.3,0FFO-1857-APR18-009-001
,21042,,"February 19, 1852",A Government which subsists not because it can,80.98,0FFO-1852-FEB19-004-003
,20765,,"April 2, 1851",The French Republic.,82.25,0FFO-1851-APR02-005-002
,20510,,"June 8, 1850",M. LEDRU ROLLIN professes to be a philosopher,92.53,0FFO-1850-JUN08-005-007
,21812,,"August 5, 1854",France.,86.92,0FFO-1854-AUG05-009-003
,21630,,"January 5, 1854",Austria.,87.58,0FFO-1854-JAN05-007-002
,22888,,"January 12, 1858",Austria is certainly the European State which,84.19,0FFO-1858-JAN12-006-004
,20696,,"January 11, 1851",Austria.,81.07,0FFO-1851-JAN11-006-003
,19353,,"September 28, 1846",Affairs Of Portugal.,83.31,0FFO-1846-SEP28-003-002
,21357,,"February 21, 1853",It is in testimony we presume to our position in,91.88,0FFO-1853-FEB21-004-003
,23642,,"June 9, 1860",Whenever all more exciting topics have been,89.47,0FFO-1860-JUN09-008-005
,18925,,"May 16, 1845",We this day present our readers with the bill to,85.93,0FFO-1845-MAY16-004-005
,19308,,"August 6, 1846",The tactics pursued by Mr. O'CONNELL are in ac-,90.5,0FFO-1846-AUG06-004-003
,20387,,"January 16, 1850","London, Wednesday, January 16, 1850.",85.9,0FFO-1850-JAN16-004-004
,20984,,"December 13, 1851","London, Saturday, December 13, 1851.",90.65,0FFO-1851-DEC13-004-002
,20047,,"December 15, 1848",Central Germany.,83.44,0FFO-1848-DEC15-005-005
,21646,,"January 24, 1854",The present demand for Parliamentary Reform,92.11,0FFO-1854-JAN24-006-003
,20978,,"December 6, 1851","London, Saturday, December 6, 1851.",89.55,0FFO-1851-DEC06-004-002
,21892,,"November 7, 1854",There are not many persons who trouble them-,89.55,0FFO-1854-NOV07-006-004
,23543,,"February 15, 1860",For several years finance has been a hand-to-,90.32,0FFO-1860-FEB15-008-004
,22822,,"October 27, 1857",Asiatic And European Mussulmans.,81.98,0FFO-1857-OCT27-012-009
,22899,,"January 25, 1858",Two more publications have just been suppressed,88.64,0FFO-1858-JAN25-006-003
,21433,,"May 20, 1853",Austria.,83.78,0FFO-1853-MAY20-006-002
,23801,,"December 12, 1860",Ireland.,81.18,0FFO-1860-DEC12-010-003
,19802,,"March 4, 1848",The State Of Paris.,82.53,0FFO-1848-MAR04-006-004
,23324,,"June 4, 1859",Italy.,86.61,0FFO-1859-JUN04-012-009
,23719,,"September 7, 1860",Naples.,85.67,0FFO-1860-SEP07-010-002
,20023,,"November 17, 1848",The State Of The Continent.,82.92,0FFO-1848-NOV17-005-004
,23295,,"May 2, 1859",Austria.,89.54,0FFO-1859-MAY02-010-002
,17564,,"January 11, 1841",Express From Paris.,81.4,0FFO-1841-JAN11-003-001
,23492,,"December 17, 1859","London, Saturday, December 17, 1859.",93.15,0FFO-1859-DEC17-006-002
,19825,,"March 31, 1848",State Of Paris.,81.18,0FFO-1848-MAR31-006-005
,19770,,"January 27, 1848",Express From Paris.,82.59,0FFO-1848-JAN27-004-009
,19850,,"April 29, 1848",Affairs Of Austria And Hungary.,83.7,0FFO-1848-APR29-003-016
,19837,,"April 14, 1848",The Affairs Of Spain.,89.78,0FFO-1848-APR14-008-007
,20988,,"December 18, 1851","London, Thursday, December 18, 1851.",85.75,0FFO-1851-DEC18-004-002
,23793,,"December 3, 1860",At the great book sale which is going on at,88.81,0FFO-1860-DEC03-006-003
,21723,,"April 24, 1854","London, Monday, April 24, 1854.",89.15,0FFO-1854-APR24-008-002
,23229,,"February 14, 1859","LA Guerre,",89.57,0FFO-1859-FEB14-009-001
,22519,,"November 7, 1856","London, Friday, November 7, 1856.",89.85,0FFO-1856-NOV07-006-002
,22486,,"September 30, 1856","London, Tuesday, September 30, 1856.",89.22,0FFO-1856-SEP30-006-002
,22298,,"February 23, 1856",Is any argument wanting to prove the necessity,90.67,0FFO-1856-FEB23-010-001
,21655,,"February 3, 1854",America.,80.17,0FFO-1854-FEB03-007-005
,21012,,"January 15, 1852",Money-Market And City Intelligence.,83.14,0FFO-1852-JAN15-003-001
,19922,,"July 22, 1848",The State Of The Continent.,84.78,0FFO-1848-JUL22-008-002
,19874,,"May 27, 1848",It is a painful task at any time to strike back the,81.05,0FFO-1848-MAY27-004-005
,23239,,"February 25, 1859","When we Englishmen speak of the """"Army,"""" we",87.18,0FFO-1859-FEB25-008-006
,21319,,"January 7, 1853",Austria.,82.14,0FFO-1853-JAN07-005-002
,18684,,"August 9, 1844",The French And Morocco.,83.31,0FFO-1844-AUG09-005-004
,18754,,"October 29, 1844",The Affairs Of The Levant.,82.15,0FFO-1844-OCT29-003-005
,20413,,"February 15, 1850",A morning journal which has recently hoisted,89.88,0FFO-1850-FEB15-004-003
,18585,,"April 16, 1844","RIO DE JANEIRO, Feb. 28.-In proof of the open",80.5,0FFO-1844-APR16-004-010
,20427,,"March 4, 1850",Prussia.,83.85,0FFO-1850-MAR04-006-003
,19213,,"April 17, 1846",Affairs Of Portugal.,84.59,0FFO-1846-APR17-003-016
,22988,,"May 8, 1858",Among the best of the immutable institutions,94.25,0FFO-1858-MAY08-009-001
,22566,,"January 1, 1857","The time-honoured phrase of """"poor old Ire-",92.38,0FFO-1857-JAN01-006-003
,20068,,"January 9, 1849",Prussia.,85.61,0FFO-1849-JAN09-006-002
,21330,,"January 20, 1853",An American View Of 1852.,87.96,0FFO-1853-JAN20-008-004
,23317,,"May 27, 1859",The War In Italy.,89.57,0FFO-1859-MAY27-007-001
,19403,,"November 25, 1846",The Free City Of Cracow.,83.43,0FFO-1846-NOV25-003-007
,19441,,"January 8, 1847","The leading article of The Times of Monday last,",84.18,0FFO-1847-JAN08-004-006
,21009,,"January 12, 1852",Prussia.,83.41,0FFO-1852-JAN12-006-002
,21084,,"April 8, 1852",Austria.,86.8,0FFO-1852-APR08-005-001
,21267,,"November 8, 1852",Funerals In Paris.,80.17,0FFO-1852-NOV08-008-008
,23088,,"September 2, 1858",The Queen's Visit To Germany.,80.14,0FFO-1858-SEP02-009-001
,19881,,"June 5, 1848","London, Monday, June 5, 1848.",84.53,0FFO-1848-JUN05-004-002
,23571,,"March 19, 1860",Tuscany.,81.3,0FFO-1860-MAR19-009-010
,18776,,"November 23, 1844",The Affairs Of Spain.,87.41,0FFO-1844-NOV23-004-009
,18768,,"November 14, 1844",Second Edition.,87.39,0FFO-1844-NOV14-005-001
,20102,,"February 17, 1849",The direct manifestations of opinion with refer-,92.14,0FFO-1849-FEB17-005-002
,20310,,"October 18, 1849",The present week sees the commencement of the,94.33,0FFO-1849-OCT18-004-003
,17813,,"October 28, 1841",We Englishmen are very much in the habit of,86.85,0FFO-1841-OCT28-004-004
,22578,,"January 15, 1857",The United States.,91.29,0FFO-1857-JAN15-010-002
,21936,,"December 28, 1854","London, Thursday, December 28, 1854.",90,0FFO-1854-DEC28-006-002
,21556,,"October 11, 1853",Turkey.,84.38,0FFO-1853-OCT11-007-002
,22229,,"December 5, 1855",A letter from no mean authority recalls some of,82.05,0FFO-1855-DEC05-008-004
,22923,,"February 22, 1858","Ministers are """"out."""" Government has been",81.84,0FFO-1858-FEB22-006-005
,21448,,"June 7, 1853","London, Tuesday, June 7, 1853.",85.33,0FFO-1853-JUN07-004-002
,22241,,"December 19, 1855",The Late Samuel Rogers.,87.76,0FFO-1855-DEC19-009-001
,21958,,"January 23, 1855","General Sir De Lacy Evans, K.C.B.",82.64,0FFO-1855-JAN23-010-004
,21175,,"July 23, 1852",Austria.,82.7,0FFO-1852-JUL23-006-002
,20990,,"December 20, 1851","London, Saturday, December 20, 1851.",85.8,0FFO-1851-DEC20-004-003
,19516,,"April 6, 1847",Ireland is the land of fable. Many and pleasing,94.09,0FFO-1847-APR06-004-003
,19389,,"November 9, 1846",The Affairs Of Spain.,82.53,0FFO-1846-NOV09-005-005
,18788,,"December 7, 1844",Express From Paris.,80.54,0FFO-1844-DEC07-005-004
,19829,,"April 5, 1848",The observations made by Lord ABERDEEN and,82.01,0FFO-1848-APR05-004-006
,21154,,"June 29, 1852",Prussia.,85.82,0FFO-1852-JUN29-006-005
,23281,,"April 15, 1859",Even Mr. BRIGHT can suffer a hustings change.,91.51,0FFO-1859-APR15-008-004
,23445,,"October 24, 1859","The news we to-day publish from India is, we",90.48,0FFO-1859-OCT24-006-003
,17996,,"May 30, 1842",America.,89.52,0FFO-1842-MAY30-005-005
,21369,,"March 7, 1853","We have this day to announce a step which,",91.33,0FFO-1853-MAR07-004-007
,21764,,"June 10, 1854",There never was a novelty in war that was not,88.74,0FFO-1854-JUN10-008-004
,20250,,"August 9, 1849",It may not be superfluous at this time to,80.76,0FFO-1849-AUG09-004-004
,22113,,"July 23, 1855",Prussia.,85.4,0FFO-1855-JUL23-009-001
,19348,,"September 22, 1846",Affairs Of Spain.,85.77,0FFO-1846-SEP22-008-001
,20657,,"November 27, 1850","London, Wednesday, November 27, 1850.",94.48,0FFO-1850-NOV27-004-006
,20283,,"September 17, 1849","London, Monday, September 17, 1849.",90.88,0FFO-1849-SEP17-004-002
,23720,,"September 8, 1860","London, Saturday, September 8, 1860.",89.78,0FFO-1860-SEP08-006-002
,20577,,"August 26, 1850",The system carried out in Ireland under the,92.23,0FFO-1850-AUG26-004-003
,21491,,"July 27, 1853",Prussia.,80.97,0FFO-1853-JUL27-006-003
,23756,,"October 20, 1860","London, Saturday, October 20, 1860.",88.95,0FFO-1860-OCT20-008-003
,18412,,"September 27, 1843",The Affairs Of Spain.,88.6,0FFO-1843-SEP27-005-006
,19672,,"October 5, 1847","London, Tuesday, October 5, 1847.",83.34,0FFO-1847-OCT05-004-002
,21946,,"January 9, 1855","There are two things, it has been said, which",91.87,0FFO-1855-JAN09-006-003
,20188,,"May 29, 1849","London, Tuesday, May 29, 1849.",82.54,0FFO-1849-MAY29-004-002
,23565,,"March 12, 1860",The correspondence just published on the affairs,84.47,0FFO-1860-MAR12-008-004
,23319,,"May 30, 1859",Military And Naval Intelligence.,88.01,0FFO-1859-MAY30-009-008
,20929,,"October 10, 1851","Lecture On """"Bloomerism.""""",81.45,0FFO-1851-OCT10-007-005
,19988,,"October 7, 1848",A very strenuous effort has of late been made to,89.13,0FFO-1848-OCT07-004-005
,19856,,"May 6, 1848",we begin to feel almost ashamed that we ever,88.01,0FFO-1848-MAY06-004-005
,20049,,"December 18, 1848",Prussia.,85.95,0FFO-1848-DEC18-005-002
,20714,,"February 1, 1851",Prussia.,83.26,0FFO-1851-FEB01-006-002
,22666,,"April 28, 1857","London, Tuesday, April 28, 1857.",88.45,0FFO-1857-APR28-006-002
,20053,,"December 22, 1848",Prussia.,81.66,0FFO-1848-DEC22-004-007
,22196,,"October 27, 1855",Prussia.,80.36,0FFO-1855-OCT27-006-010
,19905,,"July 3, 1848",The amount of private suffering which a political,88.52,0FFO-1848-JUL03-004-003
,21006,,"January 8, 1852","It is a common remark, and a verytrue one, that",90.2,0FFO-1852-JAN08-004-003
,20689,,"January 3, 1851",Prussia.,86.21,0FFO-1851-JAN03-006-002
,18334,,"June 28, 1843",We have often commented on the fanaticism of,89.32,0FFO-1843-JUN28-004-003
,22287,,"February 11, 1856",Could things be called by their right names the,93.08,0FFO-1856-FEB11-008-003
,18780,,"November 28, 1844",Drury Lane Theatre.,84.71,0FFO-1844-NOV28-005-014
,17642,,"April 12, 1841","London, Monday, April 12, 1841.",88.2,0FFO-1841-APR12-004-006
,18696,,"August 23, 1844",In a constitutional point of view Sir JAMES GRA-,88.37,0FFO-1844-AUG23-004-004
,20951,,"November 5, 1851","London, Wednesday, November 5, 1851.",90.8,0FFO-1851-NOV05-004-002
,19301,,"July 29, 1846","Whatever be the issue of the inquest at Hounslow,",94.33,0FFO-1846-JUL29-005-003
,19936,,"August 8, 1848",Express From Paris.,90.85,0FFO-1848-AUG08-005-005
,19794,,"February 24, 1848",To The Editor Of The Times.,85.01,0FFO-1848-FEB24-008-005
,21765,,"June 12, 1854",The Crystal Palace.,81.1,0FFO-1854-JUN12-009-001
,23336,,"June 18, 1859",The Affairs Of Italy.,82.31,0FFO-1859-JUN18-012-001
,23483,,"December 7, 1859","Colonel Tynte, M.P., And Mr. A. W. Kinglake M.P., At Bridgewater.",82.91,0FFO-1859-DEC07-007-001
,20280,,"September 13, 1849",The State Of Europe.,83.61,0FFO-1849-SEP13-006-001
,22394,,"June 14, 1856",Foreign Intelligence.,85.26,0FFO-1856-JUN14-012-001
,22554,,"December 18, 1856",Express From Paris.,89.88,0FFO-1856-DEC18-006-008
,22508,,"October 25, 1856",Establishment Of A Free Library And Museum In Preston.,82.39,0FFO-1856-OCT25-009-003
,20715,,"February 3, 1851",The Great Exhibition.,86.14,0FFO-1851-FEB03-005-005
,19152,,"February 5, 1846",Sir ROBERT PEEL has in a considerable degree,82.58,0FFO-1846-FEB05-004-004
,18865,,"March 7, 1845",The Affairs Of India.,80.2,0FFO-1845-MAR07-005-001
,21837,,"September 4, 1854",Visitation Of The Bishop Of Glocester And Bristol.,85.22,0FFO-1854-SEP04-005-007
,21360,,"February 24, 1853","""""If you suffer your people to be ill-educated,",81.22,0FFO-1853-FEB24-004-005
,20699,,"January 15, 1851",The Crystal Palace.,87.36,0FFO-1851-JAN15-005-003
,22652,,"April 11, 1857",Great Exhibition Of Art Treasures.,81.33,0FFO-1857-APR11-005-004
,21799,,"July 21, 1854",Railway Intelligence.,81.74,0FFO-1854-JUL21-010-001
,19704,,"November 11, 1847",The West Indies.,87.34,0FFO-1847-NOV11-005-001
,22510,,"October 28, 1856",America.,81.11,0FFO-1856-OCT28-007-002
,20649,,"November 18, 1850",The State Of Europe.,80.17,0FFO-1850-NOV18-003-001
,19711,,"November 19, 1847","London, Friday, November 19, 1847.",88.2,0FFO-1847-NOV19-004-002
,22500,,"October 16, 1856",Ireland.,84.93,0FFO-1856-OCT16-007-001
,20771,,"April 9, 1851",The Great Exhibition.,90.27,0FFO-1851-APR09-008-004
,20526,,"June 27, 1850",The Proposed Building In Hyde-Park.,80.72,0FFO-1850-JUN27-008-004
,23309,,"May 18, 1859",The Mediterranean.,86.31,0FFO-1859-MAY18-011-001
,20559,,"August 5, 1850","Exhibition Of Industry Of All Nations, 1851.",88.66,0FFO-1850-AUG05-005-004
,22620,,"March 5, 1857",Home Colonies the Allies of Emigration.,83.87,0FFO-1857-MAR05-009-009
,19729,,"December 10, 1847","The Rev. W. Jacobson, Vice-Principal of Magda-",95.65,0FFO-1847-DEC10-006-017
,20665,,"December 6, 1850",The Law Of Partnership.,86.98,0FFO-1850-DEC06-002-004
